indID	k__Bacteria	p__Actinobacteriota	g__Bifidobacterium	s__Bifidobacterium_adolescentis	s__Bifidobacterium_angulatum	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_infantis	s__Bifidobacterium_kashiwanohense	s__Bifidobacterium_kashiwanohense_A	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bifidobacterium_reuteri	s__Bifidobacterium_ruminantium	s__Bifidobacterium_sp002742445	g__Collinsella	s__Collinsella_sp900544425	s__Collinsella_sp900551655	s__Eggerthella_lenta	o__Bacteroidales	f__Bacteroidaceae	s__43-108_sp001915545	g__Bacteroides	s__Bacteroides_caccae	s__Bacteroides_caecimuris	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_fragilis_A	s__Bacteroides_ovatus	s__Bacteroides_rodentium	s__Bacteroides_sp003463205	s__Bacteroides_sp900556625	s__Bacteroides_sp900557355	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_xylanisolvens	g__Phocaeicola	s__Phocaeicola_dorei	s__Phocaeicola_massiliensis	s__Phocaeicola_sartorii	s__Phocaeicola_sp900554435	s__Phocaeicola_vulgatus	s__Parabacteroides_distasonis	s__Parabacteroides_distasonis_A	s__Bilophila_wadsworthia	c__Clostridia	s__Clostridium_P_perfringens	s__Clostridium_neonatale	s__Clostridium_paraputrificum	s__Clostridium_tertium	f__Lachnospiraceae	s__Enterocloster_aldenensis	s__Enterocloster_bolteae	s__Faecalimonas_nexilis	s__Faecalimonas_sp900550975	s__Faecalimonas_sp900556835	s__Hungatella_effluvii	g__Ruminococcus_B	s__Ruminococcus_B_gnavus	s__Ruminococcus_B_sp900544395	s__Sellimonas_intestinalis	g__Flavonifractor	s__Flavonifractor_plautii	s__Flavonifractor_sp000508885	s__Clostridioides_difficile	g__Veillonella	g__Veillonella_A	s__Veillonella_A_ratti	s__Veillonella_A_seminalis	s__Veillonella_A_sp000431435	s__Veillonella_atypica	s__Veillonella_dispar_A	s__Veillonella_parvula	s__Veillonella_parvula_A	s__Veillonella_sp900556785	s__Erysipelatoclostridium_ramosum	s__Longicatena_innocuum	s__Enterococcus_faecalis	s__Lacticaseibacillus_rhamnosus	g__Streptococcus	s__Streptococcus_peroris	s__Streptococcus_sp000187445	s__Streptococcus_sp900543065	c__Gammaproteobacteria	f__Enterobacteriaceae	g__Escherichia	s__Escherichia_coli	s__Escherichia_coli_C	s__Escherichia_coli_D	s__Escherichia_dysenteriae	s__Escherichia_fergusonii	s__Escherichia_flexneri	s__Escherichia_sp002965065	s__Escherichia_sp004211955	s__Escherichia_sp005843885	s__Klebsiella_A_michiganensis	s__Klebsiella_A_oxytoca	s__Klebsiella_pneumoniae	s__Klebsiella_variicola
p0019	5.44035377122231	5.38500484040616	7.98017708957883	4.56520003508807	4.00128020332148	7.32768809736102	6.96573896562605	3.73234244836146	9.79614143953841	6.07388608599372	4.7049395695876	8.28808496950887	3.80251992018437	4.61283607436114	3.79642402987503	0.618925909460807	4.29325558256001	4.9924162131124	-2.8512643436883	5.88023345037494	-1.10829503862968	-1.2136555542875	-3.00541502351556	-1.9639611486874	-2.0891242916414	-4.79717449274361	-4.10402731218367	-2.59994991540739	-4.79717449274361	-1.90680273484745	-5.84958412693417	-2.8512643436883	-4.79717449274361	-3.18773658030951	-3.6985622040755	-3.41088013162372	-3.6985622040755	-1.36318728825847	-1.10829503862968	-4.79717449274361	-3.6985622040755	-4.79717449274361	0.220105344071312	-4.10402731218367	-5.84958412693417	-4.79717449274361	3.32460292641746	-4.79717449274361	-2.8512643436883	-0.577666787567506	3.80435984710638	1.50361130191963	-0.947026891033554	-3.00541502351556	-4.10402731218367	-4.10402731218367	-5.84958412693417	-5.84958412693417	-5.84958412693417	-1.33143858994389	-4.10402731218367	-2.8512643436883	-4.10402731218367	-3.18773658030951	-4.10402731218367	-5.84958412693417	-0.622787222847976	4.97278166716799	4.97106591038449	3.00830013252724	7.49443344089282	-2.02458577050383	-4.79717449274361	-1.30066693127713	-1.33143858994389	-4.10402731218367	-0.622787222847976	-2.23222513528208	3.00952187977757	-4.10402731218367	2.23809410653748	-2.15811716312835	3.25289093017235	0.535544300521757	1.18423971851087	2.64062062892832	4.36733134288877	5.56844201501822	2.83377208814685	4.17287616908339	1.95158505474807	1.16897224638008	2.27694232345375	1.83745886511807	0.786321816038086	0.882998116273455	3.28738792249169	-0.563067988146353	2.44490786651335	-0.22246351424023
p0157	3.47164567576512	3.22611640645874	4.57617214636263	-0.978542058177028	0.858696735573158	-0.0179388630566628	6.81009538738915	0.855045764011277	4.1800659961898	2.95753709010535	1.40426175234756	6.14489098609417	0.487971020473405	1.56811031491482	0.188605331313138	0.743325148636354	0.451407807882295	0.272585051946014	2.81609828909887	2.14795749387255	2.6730370345237	3.2047475556655	0.382845136444999	2.70603754697292	-0.901496267687063	-0.899379864780685	-1.04231809357426	-1.33816347666521	-2.08866195369662	3.23978713616348	-4.97903371159278	1.15137722802865	-1.90518365877484	0.260064295295283	-1.7403552594284	-2.88408798337698	0.857237946109498	2.70615244988009	3.25403772856643	1.11368919883929	1.38118873563438	0.612419578089499	4.85087457515363	-4.35042505217041	-6.36532807271267	-7.05847525327262	1.53308302009893	-8.37755728047232	-2.47350777460205	-2.05452894732716	-1.56130702797942	2.6909866116244	0.0587302498917261	3.08158527088938	1.30510044947802	-0.00229996917220797	0.611953268918074	-4.97903371159278	0.644532429206618	4.40898202365046	1.29878390022729	1.77920596232058	0.19640955680472	0.0922262043199083	0.163360572015831	0.185752262330732	-3.69117942328614	2.03218027575758	1.5956933931707	-0.078399312710855	4.70916219507942	-5.11256510421731	-7.05847525327262	-4.75589016027857	-4.57356860348462	-7.05847525327262	3.25170998077422	0.556330111438456	-2.88408798337698	2.05116041458193	-0.36639151076599	-1.17515286478434	-2.54761574675577	1.44136829980851	-2.23819368766758	-0.447779208554859	2.34165869033622	3.48957304489981	0.565166693238954	1.57365247623572	-0.0896248749306704	-0.501696897114576	0.271274435768894	-1.19768902980675	-0.635228289739099	-1.15311340521805	-3.20832765156256	-1.31227206273246	-2.28779062880695	-5.11256510421731
p0204	3.41593273088431	3.35600155140633	5.00216869364975	-0.901336060357014	-1.01994180276486	6.20614598786782	3.4856126515223	1.23368644550265	6.45488289815893	2.85472541611952	1.69769195860141	6.38728600794273	3.82237710637416	0.890423408871041	-0.997962896046086	1.36848113939815	3.95195266301496	0.238098222831351	1.6721797390095	1.41853301092183	4.20181444266837	3.28547372953718	-0.102170685720272	3.02816489096395	-2.2239146070908	0.708101852077086	3.0480080818918	3.28347242802366	-0.276242343042084	0.424796154225104	1.24950772863309	-0.372256996281673	-1.97397286262186	-0.0948014556137235	2.89141431367558	4.21273025754537	1.61513937847076	2.53868131315472	5.17143557694217	1.0294222836777	0.555594557993558	-0.710280823594305	1.95634333585361	-1.6279311749845	-1.75082931130765	2.81863398082695	1.03986376439812	-5.51975147309513	-3.36026722374175	-8.09490541768353	-5.51975147309513	1.6191155268504	-4.67245361270792	-4.82660429253518	-1.12942603560655	-1.60772846766698	-1.48256532471297	-4.67245361270792	-0.407763684738583	3.48048496107465	-0.19025848907864	3.27041616190062	1.51316694884102	1.51081123514856	1.31076272554356	-0.450847270874895	-2.4752290353717	-5.23206940064335	-5.92521658120329	-3.09200323714707	-2.78972236527414	-3.97930643214798	-4.13345711197524	-1.9088335604509	-1.66253670416198	-3.72799200386707	-5.00892584932914	1.48482799052255	-4.67245361270792	3.22058526963532	0.119788732832721	-3.36026722374175	-2.50748989758992	0.981538197445263	-1.55576872873627	0.00835398748578877	2.03266077728652	2.87436972073112	-0.0730141014288161	1.21681999350351	0.449808238624806	-1.29048759297365	1.42176090268514	-1.26177748709122	-1.13772483842124	-1.79005002446093	-3.39948793689504	-3.72799200386707	-0.891516014176039	-3.44030993141529
p0065	2.75157790781092	2.22635365039279	4.95670090046004	-0.881590613768125	0.478103065554586	5.366938119481	3.6013130633013	-0.247662792868151	6.78639322485612	2.43273174524409	2.36984920197334	4.82399440200095	0.569144607470654	1.46357492676104	1.62831348019316	-0.248989933076214	0.375093229470479	0.284680323373799	-1.28206818036525	2.89343786645111	2.97182292555276	2.5506208214232	-0.849607567915074	2.97073546440189	-3.13538554259274	-1.19630135860783	-0.716076175290552	0.0593927306964013	-3.0336028482828	-1.19288255185904	2.36124584854492	-0.389183575526153	-5.774442872208	0.212846303489504	-0.952818123056493	4.81628276988071	-2.09814220030092	-1.38205345049857	0.214518544681866	-2.88407111431183	-0.838770616585197	-2.66836254148514	-2.3297603786061	-0.0514025809473819	-2.6535474557	-2.24319236229764	-0.376280170690245	-3.30352246439474	0.123168766093638	-2.79551771697039	-3.85263027473174	-1.24903765468877	-3.0336028482828	-2.98123486276548	-2.88407111431183	-1.87922698509623	-4.30810580341457	-5.774442872208	-4.57047006788206	-1.12207108473561	-4.62176336226961	-1.93858122774542	2.54038930707656	2.26213053749931	2.23469862232497	-4.73298899737984	2.64909876312678	-4.62176336226961	-5.00125298397452	-2.1680396399183	-2.46025686753547	-1.2258430377083	0.564739960795825	3.84351584355518	4.1245177827044	1.80156903848896	-1.65540569739553	-3.61495862285463	-3.27574290028766	2.37785117284674	2.93259903131126	1.75281304716579	1.71989464293938	1.000732941875	0.678919625042552	2.69949481053728	4.13661594582445	2.30785640040926	1.67795957901564	2.9049825409426	2.93985101342878	0.850949495799958	3.9494394310284	0.219934096347019	1.19063747339341	0.477461010957891	-1.01655159920224	-2.99149136293267	2.30491696606735	-0.927634552269532
p0239	4.72993054847795	3.39219961587831	5.69394528104082	-0.545125572412051	2.38285790437412	2.77437843441927	8.52653335497171	1.88057021934617	5.15700489740963	3.2465208929018	2.2734161887652	6.31100994189286	2.40385772156787	2.76844835686866	2.59900598323382	2.24059766700838	0.322903701656674	0.716526343500563	2.4163735294997	0.424523627601916	-1.35006415896011	-1.42251923817554	-4.49636929099348	-1.03847656565478	-3.24360632249811	-3.53128839494989	-4.37858625533709	-0.533177998990933	-3.8677606315711	-1.3828539817831	-4.17791555987494	-2.83814121438995	-4.629900683618	-3.14182362818817	-0.537939912751177	-1.95083801938904	-1.46382304431677	-2.133159576183	0.12122341499317	-4.96637292023921	-4.629900683618	-3.11007492987359	-1.51956502732501	-0.233689413952163	-2.70460982176542	-6.57581083267331	1.46108594001176	-2.12146353641981	2.28056520405711	-1.44001239562305	-3.20851500268684	3.85157650311608	0.0158628993353437	0.704886362711427	0.199555258263077	0.985310756856923	4.36701659706585	-3.7425974886171	1.89177185818959	5.54757561423791	2.47518204606874	-4.629900683618	2.58218305893066	2.37199526038374	2.31872230312524	-0.473252238059746	3.78510156690169	-4.01086147521178	-4.27322573967927	-5.4771985440052	-0.185570165607965	-0.717877678189855	0.519253544613816	5.36250000784021	5.71410191667107	3.05790005127987	3.4030624467687	2.32391996220738	1.64915664624127	1.55218422309863	2.49054368877449	1.53881305374678	0.148021608147894	1.89219211455215	-0.240756581175256	1.15260494716773	-0.999861729526998	-0.00632941225901853	-2.60551891912119	-0.807489836879542	-3.24360632249811	-3.93675350305806	-2.44867644762822	-3.80322211043353	-4.49636929099348	-4.629900683618	-0.318143244790676	-1.69300891008694	3.52172096335175	0.367311590146114
p0096	2.72852996946882	2.05843165657889	3.37917106085565	-0.00387714232388975	0.178539975653185	0.84946401942842	5.28918561723778	-0.905369653099095	3.22911870761862	2.00134615295005	0.0669489102447228	5.2254545201427	0.31165322066551	0.208196185236073	-0.438726182643153	0.550811718252934	3.37078629185806	-1.30871835830088	1.7864478122413	1.81521931057681	3.29664208442869	2.35598103683407	0.223843076017732	1.90964993821943	-3.34067936174772	-0.745183951937367	-0.960536034407803	4.42622948741471	1.46479488358476	-3.30893066343314	-1.55701710275229	-3.8842948083367	-5.67605427756476	0.0599802409286293	-1.13098801564637	-0.665418983468504	-3.12400832493913	1.47360088121403	1.00123906929549	-0.2961569240243	0.0754595999126314	-0.109619994059782	3.58201220060842	4.82830981830027	2.54909177277887	-6.77466656623287	-0.299233849528779	-3.75424168008851	0.801943200740168	-0.822722777287171	-0.306191743853627	0.683519591107618	-2.87269389665822	-2.87269389665822	-0.120514046049651	0.910806794759483	-2.99047693231461	2.99962304783158	-3.0251624903025	0.696127207962193	-3.06109449952856	1.92925512379553	-1.33876353673227	-1.02368249009237	-1.67175599602744	1.38727923323582	1.16947092488124	-5.2705891694566	-4.98290709700481	-5.5219035977375	3.83579710479965	-1.0016690225552	-0.842421378784859	1.93289902016703	2.42506775995609	0.200279962289591	-0.740382021941959	-4.10051791680634	-0.0508341254116608	0.582570706274206	2.25000665869826	1.35789302665514	0.385791066305022	0.036577812368424	-1.69016142357016	0.223386350730048	2.55837804571877	3.57366705113527	0.672501793367171	1.70295385006354	0.64860332600139	-0.558060465148005	1.21438527920769	-1.22559048133765	-0.474798623859854	-1.09791276396459	-2.79498491233091	-1.77072026028741	-1.97064552149961	-1.9913501948613
p0040	5.30500730995027	-1.05323329152296	0.220651502001686	-3.2165563171835	-4.8259942296176	1.44120631892376	1.97806581302577	-3.32191683284133	1.46742504922888	-2.0851542056924	-2.88008408056229	0.872775703215054	-1.37600668378602	-2.81109120907534	-3.43969986849771	-1.88155525045116	-2.0851542056924	-3.43969986849771	-4.8259942296176	0.223861777631934	-0.715120365444292	-0.855702316065481	-3.43969986849771	-0.395177430774289	-2.88008408056229	-2.81109120907534	-3.90970349774345	0.352976379297868	-2.47461897245413	-0.827793527948405	-3.72738194094949	-1.80556934347324	-4.42052912150944	-2.26104487215607	0.513944811621253	-1.62732111206692	-0.934173931506976	-1.6071184047494	0.764992750893254	-4.13284704905766	-2.95419205271601	-1.0082819036607	-0.827793527948405	0.227061780362605	-2.18693690000234	-6.69606969804448	4.13799793339978	-1.1124221629133	6.05730330665176	-0.395177430774289	1.3192637906698	5.04803876524333	0.0338181747440691	1.47019385579701	0.459744354723574	0.397060652429887	3.24756458757297	2.68798775789378	-2.68592806612133	1.46000386489126	-0.643944086976396	2.43382538074558	2.75699880938091	2.55270173943161	2.64650651511996	-1.53015736361327	5.02219200713344	-2.47461897245413	-3.2165563171835	-0.986541917024292	-0.266867982130918	0.0792805488208266	3.25377868244892	5.87412175442399	6.36388447239388	4.07673343441792	8.71151920500278	2.8966832868504	2.69964574542393	-0.41927498235335	4.55598585080567	3.44106954539944	-0.051081269042417	2.85694894026069	2.22021779251155	4.56800014438631	0.609908799882997	0.709369593413635	0.601156008773402	0.54464379851006	-2.52340913662356	-1.66899380846749	0.309804207432659	-3.03423476038955	-2.52340913662356	-5.51914141017755	2.04457825823682	6.61821868171581	0.32150024719585	0.335930512024879
p0171	4.12480074890193	1.21002646932296	4.74680298478413	-2.24157008731433	-1.55569566608347	1.47834449536645	7.8623660016211	0.570099984967921	4.27189652424945	4.31884542108253	1.47094097133288	3.36167115811999	0.450900441311134	2.40962592106904	-0.589572560461435	1.11517553177699	-3.04168938742644	-3.21758005389011	-2.19901047289554	1.9015646390772	-0.0220515930188993	-1.24992991819839	-3.34018237598244	-1.16740889451039	-4.27845201457537	-3.91072723445005	-4.17309149891754	-1.10503856378393	-4.17309149891754	-1.86055607507033	-4.52976644285628	-3.29762276156365	-7.62635029836211	-3.07447921024944	-0.866204796726631	-2.92032853042218	-2.22718134986223	-2.41523358136517	-0.255086421811852	-6.47567659191159	-3.07447921024944	-1.13813851221027	-0.869874525615594	1.53998102264575	-0.848055478220954	-5.78252941135165	3.37672817039522	-2.08122743723915	0.0811017642464514	-0.0573116559753796	-3.76762639080938	5.11492262312037	-1.0911815291225	2.81596723112863	2.67915107013433	2.47225951479708	1.8930165911862	1.52668295434112	3.40136431060955	7.14853664735893	3.48087768156123	-1.14295779864622	-3.70308786967181	-4.07778131911322	-2.73800697362822	-0.444991331650328	3.26110681472566	-3.83661926229633	-4.39623505023175	-6.47567659191159	-0.637946144745651	-0.735883679732357	-0.329347334242694	4.77087156710069	5.15244189084592	2.48479116900836	-0.466863406468996	1.32612380999738	3.62678476263154	3.32738270579004	0.165505577829	-1.06850482045147	-0.726283606003338	1.17781831774966	-0.156708478165157	0.928602526125677	4.32546918035069	2.51289428430353	2.00981951276139	3.226367744623	3.11781511057617	1.03912316857708	4.12828126156426	0.450900441311134	1.30462649599678	0.937087425514972	1.25273918792945	-1.74828877319925	-0.509529852787899	-1.631489505453
p0020	3.14962574505857	1.62706830609916	3.42663171004986	0.371885213356733	-4.25924146550192	4.31168204833529	5.89306749261938	-0.275070078622057	2.94647619533956	0.411161445053222	-0.374247132461689	4.70857902587486	0.475656592592296	1.2250943197214	-3.56609428494197	-1.24880304455823	2.63302409443219	-0.79350556270219	-3.51202706367169	0.4371903117645	4.31232767145418	3.08370551509799	0.392953659131038	4.17250679816988	-2.26177350678175	0.855865060067282	1.32897773023621	4.43297511078271	0.589310534041376	4.31276954261034	0.979758295082588	3.09987247841266	0.12970561201654	2.791330666182	3.22990144736134	2.83095881944414	2.73862531837531	1.85763129256767	4.21691365866932	-1.52921235768093	0.00604325802399274	-0.970286939120529	1.47266044446866	4.43409373474345	2.93213208430854	-6.16878397038635	0.139314471123176	-3.68387732059835	-0.61388827643787	-2.63509740567812	-5.35785375417003	0.453287238806675	2.14322837008985	1.66015007454271	-3.12426153266293	-1.79302694872607	-0.62850129828352	-3.97155939305013	-1.57114205081905	2.0575888960776	-0.944382286788486	1.31319417749156	0.619342821140251	0.157365502768745	0.499126565558162	-5.2524932385122	1.94119257988291	-5.94564041907215	-6.45646604283814	-8.76846634803503	-1.29741074362361	-1.68296054203083	-1.16988393250852	3.25345698695799	3.75454297347603	1.8760828964145	0.12740411502826	-0.00599562069395901	-0.668546688975735	2.07967974149479	-0.122002982607665	-0.404376873913719	-0.909987362000601	0.289162386635566	-2.46132813069948	-1.2182526003598	0.900239456191905	1.38699036153798	-0.883045386045178	1.02302179481351	-1.58893159238255	-2.18910231648439	-1.10935851212067	-2.21274407954143	-2.52464041011381	-2.35107164442945	-3.86619887739231	-4.22287382133104	-1.63349991186243	-3.26461889035785
p0263	4.51924983970172	1.69663109294769	3.55555866063644	-1.59345736014577	-3.82704958165287	0.13693316270599	2.33766774715586	1.06580267678701	3.85962274378204	1.34027285526656	-0.720969250930011	4.87771064421217	-1.419103973001	0.316085144738665	-1.06844710138783	-1.19596042168679	-2.69206964881388	-6.02427415898909	-4.41483624655499	-4.6379797978692	4.99174502380396	5.11936864632476	2.54797523817523	4.20249183066726	-1.91340029481578	-2.28660454070572	1.75644672712883	1.2916093455207	-0.564688644844928	0.194325960702642	0.638858537001716	1.10902179590698	-6.02427415898909	-2.80539833412089	1.088867949718	-0.809338401380101	-0.94910034375526	5.10169386942872	7.77112450386065	-0.124376805406595	2.54189965464877	2.07770657286411	4.56006023414414	1.83937710645956	-2.26307404329552	-7.60664309183737	2.57744398749684	-2.49791363437293	4.06507036007523	-0.987321556575458	-3.45932480152755	3.46490933677167	2.30393533275965	7.26069434419801	-2.13245386087846	-1.27068396788272	-3.31622395788688	-4.07836400993377	-3.72168906599504	0.274675087866856	-3.62637888619072	-4.92566187032098	2.65009370679915	2.18693720280394	2.67273745900299	-4.07836400993377	2.42827383893362	-3.53936750920109	-4.23251468976103	-7.60664309183737	-1.66756533229949	2.33953472552779	-0.231260550604943	3.88881712968974	4.19252666237184	1.76435190663594	-0.225181504528561	-6.02427415898909	-0.7110681799473	-3.31622395788688	2.77644246973007	0.598462164960753	1.77260618379444	2.59763934319755	-1.51341465247224	-0.556214017853956	1.75644672712883	0.893431450846218	0.233393428893552	2.1293633273962	-0.0632688193658133	-1.29688634027675	0.13693316270599	-1.91340029481578	-1.30577528769399	-1.28807571059459	-2.41335624634486	-1.09702047383188	1.09455209007299	-0.560442353963477
