indID	k__Bacteria	p__Actinobacteriota	g__Bifidobacterium	s__Bifidobacterium_bifidum	s__Bifidobacterium_breve	s__Bifidobacterium_catenulatum	s__Bifidobacterium_infantis	s__Bifidobacterium_kashiwanohense	s__Bifidobacterium_kashiwanohense_A	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Bifidobacterium_reuteri	s__Cutibacterium_avidum	g__Collinsella	s__Eggerthella_lenta	o__Bacteroidales	f__Bacteroidaceae	s__43-108_sp001915545	g__Bacteroides	s__Bacteroides_caecimuris	s__Bacteroides_faecis	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_fragilis_A	s__Bacteroides_ovatus	s__Bacteroides_sp003463205	s__Bacteroides_sp900552405	s__Bacteroides_sp900557355	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_xylanisolvens	g__Phocaeicola	s__Phocaeicola_coprocola	s__Phocaeicola_dorei	s__Phocaeicola_massiliensis	s__Phocaeicola_sartorii	s__Phocaeicola_sp900554435	s__Phocaeicola_vulgatus	s__Parabacteroides_distasonis	s__Parabacteroides_distasonis_A	s__Maridesulfovibrio_sp004923195	c__Clostridia	g__Clostridium	s__Clostridium_P_perfringens	s__Clostridium_neonatale	s__Clostridium_paraputrificum	s__Clostridium_tertium	f__Lachnospiraceae	s__Ruminococcus_B_gnavus	s__Schaedlerella_sp004556565	g__Veillonella	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_dispar_A	s__Veillonella_infantium	s__Veillonella_parvula	s__Veillonella_parvula_A	s__Veillonella_rogosae	s__Veillonella_sp003463825	s__Veillonella_sp900550175	s__Veillonella_sp900552715	s__Veillonella_sp900556785	s__Veillonella_tobetsuensis	s__Erysipelatoclostridium_ramosum	s__Longicatena_innocuum	s__Enterococcus_faecalis	s__Lacticaseibacillus_rhamnosus	g__Streptococcus	s__Streptococcus_salivarius	s__Streptococcus_sp000187445	s__Streptococcus_sp001556435	s__Streptococcus_vestibularis	s__Staphylococcus_epidermidis	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter_cloacae_M	g__Escherichia	s__Escherichia_albertii	s__Escherichia_coli	s__Escherichia_coli_C	s__Escherichia_coli_D	s__Escherichia_dysenteriae	s__Escherichia_fergusonii	s__Escherichia_flexneri	s__Escherichia_marmotae	s__Escherichia_sp000208585	s__Escherichia_sp001660175	s__Escherichia_sp002965065	s__Escherichia_sp004211955	s__Escherichia_sp005843885	g__Klebsiella	g__Klebsiella_A	s__Klebsiella_A_grimontii	s__Klebsiella_A_michiganensis	s__Klebsiella_A_oxytoca	s__Klebsiella_B_aerogenes	s__Klebsiella_pneumoniae	s__Klebsiella_quasipneumoniae	s__Klebsiella_quasivariicola	s__Klebsiella_variicola	g__Haemophilus_D	s__Haemophilus_D_parainfluenzae	s__Haemophilus_D_parainfluenzae_A	s__Haemophilus_D_parainfluenzae_K	s__Haemophilus_D_parainfluenzae_L	s__Haemophilus_D_parainfluenzae_M	s__Haemophilus_D_parainfluenzae_N	s__Haemophilus_D_sp001679485	s__Haemophilus_D_sp001815355	s__Pseudomonas_sp002079985
p0157	5.88402251037964	-3.0007504506484	-1.74798748215304	-0.29436830664689	-0.443523139280777	-4.6101883630825	-0.843191129704615	-2.81842889385445	-3.79925814686617	-0.29938923769699	-1.97113103346724	-4.89787043553428	-1.66574938391606	-2.64657863692779	2.52619539744441	5.66056905843025	5.29750906547715	2.33666742952155	6.67833807529414	3.29562194957643	1.93641769156598	2.98952589082277	0.897173630400241	-0.0829797185641239	7.3317111955468	4.88208320169098	1.69950261658638	4.41030722344962	0.00987043539933865	2.4395004117883	-0.0497540709358035	4.86517619417162	4.40226493555811	-0.367064664835055	4.93600798423634	2.85789673456871	2.72853731441616	2.55482199684261	6.48612825735115	0.0293832496229205	-1.27352950255792	-0.795227070497489	2.92877220116927	-4.6101883630825	-0.0471431033950831	-1.30973255122188	-1.1328018430628	-2.10466242609177	4.76743395221048	-0.937057265936706	-4.1246805473008	3.17589614148667	-1.39632508003785	0.845132752275198	1.48788591908374	1.12112821176702	3.81002575670382	4.13152742832306	0.585542414690432	0.91027205444616	0.74992940437098	0.391237991928443	2.06925377525469	-1.0949185251605	-4.05057257514708	5.49842641708096	0.893617619541022	-3.43153336674086	1.81244964884385	-0.526315100727698	-0.416752898216172	-1.03714072449369	-0.582607017020085	0.0959577402455902	-2.22372178610776	-1.08382783846634	-3.13428184327293	-1.45318794193239	-3.85641656070612	-6.68962990476234	0.222117395489335	-4.74371975570703	0.464203896816503	-1.6991973179836	-0.545444270636693	-1.31899187663468	-3.02606825863269	-0.605130491687168	-4.49240532742612	-3.55413568883319	-4.05057257514708	-3.25564270027719	-3.0007504506484	-3.59858745140402	-2.90544027084408	-3.25564270027719	-1.51348017218851	-0.46507147548698	-0.625844696074731	-0.439654662502856	-1.79179010481143	-3.98157970366013	-4.05057257514708	-0.875499372937273	1.79524668517736	0.958156140678593	1.15852318143719	1.12960454909673	0.496514399759986	-0.0150685129479134	0.606105167986943	0.36049261550672	0.803687344099806	0.256384086336888
p0204	4.97736720567307	3.38879568866669	4.59332699621854	0.850741275417381	3.17473107875779	1.54303630424276	4.5372969071853	3.00592458408302	1.94906959418439	6.63142169375567	4.38130180620756	0.233039697173516	-3.5783733953554	2.60341630840706	2.15195827167718	5.06861923359568	5.37326101240552	2.7432937753602	4.16129672360645	2.64193272418143	2.11511821428198	3.90430843279925	5.78628702985866	2.7834224221388	1.6780052819723	1.10309623730208	0.650543683999632	1.29682392784575	2.13606637377479	4.42482248112921	4.00196185896099	2.96368678832862	5.66662371925845	2.18927773327031	7.46992481885319	5.24807813206971	2.81402218694585	3.91071922484895	4.3772771529317	0.375613809171776	0.410610651208873	-1.92697128382227	1.05635559287423	-4.13798918329082	-0.144386190870256	-0.172425410934649	-1.2067954308744	-2.55386907884101	1.73834505656353	2.39398114168456	-1.78661392612735	-1.84798287250364	-3.3270589670745	-4.02020614763444	-3.50938052386845	-4.60799281253656	-1.29017703981346	-0.832935662181571	-3.5783733953554	-4.83113636385077	-4.60799281253656	-4.27152057591535	-2.75169482217093	-5.11881843630255	-1.08753201004759	2.87850838669555	-2.34622971406277	1.66261747600092	-0.944431166406914	-2.92159385896633	-1.9833242203734	-2.52855127085672	-2.15698771442424	0.459652736276475	-2.07429599857913	-0.533850957631979	-2.07429599857913	0.919052483619587	-3.91484563197661	-8.53638347035459	2.76135582833134	-2.30540771954251	4.72080592256662	0.808996083728975	2.52146497996338	-0.243621113101399	-0.510320460221785	0.645327188080741	-2.6910702003545	-2.13989328106494	-1.88669738468433	-0.728492998813974	-1.94076460595461	-1.66355383337012	-2.55386907884101	-2.6910702003545	-1.04694672993251	0.00712770430469943	-0.914125816911585	-0.0583353364787275	0.650543683999632	-4.13798918329082	-3.08193650904151	-0.600659627304089	-2.6910702003545	-4.42567125574261	-4.02020614763444	-3.5783733953554	-3.17290828724724	-4.13798918329082	-2.55386907884101	-3.81953545217229	-3.38421738091444	-0.356644501504795
p0065	3.77360391439141	4.22551207938229	5.20102140534961	7.63970170545599	3.8691368361501	1.94485781289443	5.19691889042389	4.34522135210812	2.11812322977335	7.2939091634923	1.77702167998191	2.19530886965613	4.62064078537266	2.10851340543858	3.76851188981026	2.70037403398227	3.51566734711248	-0.777159095689493	2.959103062826	-1.44942869122788	-2.84402185516247	1.10722186341896	0.110888423871267	-2.81123203233948	-0.342585903423258	-0.0366292107279953	-3.02634341195642	0.0898350146734349	-2.1847762262782	0.830589627153763	4.47469451243162	-2.01111273222736	-0.807139927901429	-0.596244998663418	0.168239720342733	-2.6343013241804	1.62951988834719	-2.91301472664942	-0.302419861697923	0.276873561345528	-1.85077008215219	-1.68087104535679	-2.91301472664942	-3.84732396402625	1.08387449942197	-0.922209257686216	0.265039103698526	-1.90141381497094	-1.98253935978331	-0.865321883284164	0.580240799430683	-0.241332169718085	1.72552115318247	-3.06716540647668	-2.15087467460252	-2.74871167535814	-1.91448589653829	-1.25478665004589	-3.2006967991012	-3.2006967991012	-3.35484747892846	-2.33319623139648	-2.41657784033553	-0.669270133678308	-4.85892487570473	-2.50754961854126	-0.748051011531422	-2.98712269880314	2.83421486530376	3.36208353076797	0.745957650296585	2.71383527789107	2.94573442135137	4.10054739694238	-1.72343065977558	-0.0386433100996964	-1.55387135459548	1.79587176688401	-1.76788242234642	-3.30078025765818	0.839845057127923	-3.84732396402625	0.667523583668552	-1.3252383109965	0.265039103698526	-0.508646939345432	-2.66170029836851	0.102169972831386	-3.68026987936309	-2.7794833340249	-3.53716903572241	-2.91301472664942	-2.20216796899007	-1.99672399477526	1.03409959859	-2.10208451043309	-0.261282956137434	0.677424654651264	0.0646990414018926	0.794441113037452	3.49856893695383	0.272452036087651	0.290022034189035	0.867108207886288	1.5296365298409	0.0200819759130857	-0.0406614742559337	-0.209737804299868	0.305861098218781	1.76977765752368	0.314396000668618	0.621714047637258	0.0719454499226599	-1.29645934644646
p0239	3.84738790662994	2.47320032798247	4.40807480856864	1.76041626985738	7.33921330575191	0.602194773444366	3.95894039253569	2.92932097535453	0.455264341590594	5.30815604491628	0.112537574115853	2.71297246717315	1.09547608755945	-0.0765636696634802	3.46350794903369	-0.0724903442758443	-0.207183852080544	-3.01287252274667	0.224296495168856	-2.869771679106	-2.39976804986026	-3.17992660740984	0.268616894849517	-2.80523315796843	0.438335279490146	-1.74918048371911	-4.19152751908832	-2.21052605022173	-2.28198501420388	1.05943615107625	-0.629061989830039	-1.84015226192484	-0.798698387096678	-4.19152751908832	0.786928876643704	-2.245617370033	-2.93876455059295	-2.63338290104177	0.668284885273356	0.215191728175937	-1.68600158209758	-0.580609606444092	0.526971352206778	0.814095233184395	3.92444155847701	0.927962179920021	5.1857669325507	3.6349156163677	1.1918200966443	0.165181307601275	-2.58208960665422	1.07374999338152	-1.84015226192484	-2.21052605022173	-1.79363224628995	-2.39976804986026	2.51564039429297	2.84175848234103	-2.48677942684989	-2.14383467572306	-2.58208960665422	-2.11208597740848	0.291475032925567	-3.78606241098015	-7.57721023195543	0.878947775363956	0.522497071811857	-2.05146135559205	1.08275326963148	0.478962133020418	2.91261657389921	0.430991305234388	-0.679982080257296	2.28159127448538	3.48529377201145	1.81973965531585	2.0300561930703	5.71989100002401	1.15319622027388	-0.841623431813712	1.38631373221004	-0.188750150391706	1.32993339877393	-0.718009475846535	0.602194773444366	-0.170650108748088	-1.9943029417521	0.544670929306179	-3.96838396777411	-2.08131431874173	-3.17992660740984	-2.35894605534001	-0.679982080257296	-1.9943029417521	-0.75754031460317	2.36631561090591	1.61134585821212	4.1511336978088	6.08917140401358	1.25843739706886	2.35022372066657	0.506677532866964	1.6805902703871	0.683669804112835	-1.22111305351862	-2.53329944248478	-2.63338290104177	-2.44232766427906	-2.80523315796843	-0.0888841540515208	-1.4669480160349	-2.35894605534001	-3.01287252274667	-0.235487628243396
p0096	5.03806190921085	-2.97873112392298	-1.41848345567965	-0.826968920663513	-0.244363614503392	-5.50445976823123	-0.904302124066684	-3.01955311844323	-4.81131258767129	0.0249693192801926	-3.10656449543286	-5.50445976823123	0.414434086041916	-2.36896555230208	-0.276028529147361	4.66300613005744	5.21159000141635	2.77053446533564	4.50368054956649	2.25728521642768	-1.3377945444295	1.33394543261611	-0.470759201203979	-3.55854961917592	-0.664217460063656	-2.8303111188047	0.556997150696786	1.38614935191594	1.7206577373041	1.50720497414142	6.35272893312072	1.15355127763952	4.94509506140909	0.291597982534141	4.47376413041891	2.99344866177314	2.82495701570809	3.42814886214634	7.16545066173188	1.03729147152366	-0.152601634755164	-0.940111576763395	1.53168872551931	-2.13716393824476	0.259162706780987	-1.08561916043463	-0.362796211728571	-0.914403220053188	-0.292245100736606	-1.44401675768481	1.48164447716188	-1.22779364921518	-1.3613250418397	-3.25316796962474	-2.56002078906479	-2.93951041076969	-2.45993733050781	-2.19027376355871	-4.00038237145496	-3.10656449543286	-3.15308451106775	-3.63265759132964	-3.10656449543286	-3.48955674768897	-4.40584747956312	-0.186339774387014	-1.49712658299876	-3.30723519089501	-0.129181360547066	-1.54364659863365	0.733864856808277	-1.41848345567965	-0.988120795949755	1.08584127996546	1.00579857229192	1.75922017329893	0.4513776012336	3.72052288048182	-2.53404530266153	0.698075748956692	6.60577080606545	1.7772699517677	7.83976714161258	4.82318379085655	5.79085058539999	4.16760001340299	3.44833968820516	4.55729142288072	2.15612569347203	2.78771311185794	2.57840577039174	2.45078992824041	3.4496325967827	2.90269531797607	-2.41341731487291	-2.76361974430603	-0.899289582243139	-0.265361761343165	-0.8943020407321	-0.0555695432038197	-1.68674744227433	-3.25316796962474	0.924452932837966	-0.500513462285772	-1.48807674747884	-3.15308451106775	-2.93951041076969	-2.86540243861597	-3.01955311844323	-1.10385674798441	-1.97809924361507	-2.53404530266153	-2.86540243861597	-0.716968025449185
p0040	4.15300967970212	0.873468997658122	-0.653926492109536	0.167601855098616	1.23200095234407	-4.25123875269798	-0.444576262927662	-2.30532860364267	-3.69162296476256	0.475042259039168	-2.5240178046075	-3.15262646402987	5.22460518175847	-2.3603883808257	-3.55809157213804	-0.781604209482598	-0.766159887055124	-3.4974669503216	-0.387880919251117	-4.1334557170416	-3.28615785665439	-3.44030853648165	-1.51039872877278	-3.84577364458982	-0.531587639917292	-2.71976238173359	-4.94438593325793	-2.86494439157809	-3.2396378410195	0.194349363465645	-0.18435103670892	-1.63933241214867	-1.07318492235004	-4.53892082514976	-0.225887061962832	-2.92948291271566	-3.2396378410195	-3.33494802082383	0.664169691455253	-0.285674980341806	-2.23633573215572	1.15368834890831	2.67177452867314	0.85999573995439	8.65921832333435	-0.883942922711508	-0.374842924912987	-2.15629302448218	-1.61218142308272	-0.932517592860065	-3.76573093691628	5.71491838810818	4.69001229218373	3.45790132965695	4.8236111660899	3.71508776541508	0.886763137318715	1.08027158120582	3.01287892138459	3.66761731292095	3.31461926093423	3.21620374024011	4.02404210051066	2.59769496547581	-0.68523339673458	-2.96338446439134	6.95234338634826	-2.96338446439134	4.98008002566339	3.09927741913602	1.08750052834897	3.58813912215529	1.25409278323438	5.73113506986458	0.644733633078134	0.553806357664965	-0.020762016151301	-0.253038051028783	-3.03484342837349	-6.33068029437782	1.05268785261457	-3.76573093691628	1.44249338610472	-0.955401886693653	0.285384890755	-0.597339017480072	-2.2531428504721	0.0254273663180738	-3.44030853648165	-2.92948291271566	-4.02809520138377	-2.69309413465143	-2.12598767498685	-2.89669308989267	-1.00280412558824	-2.56948017868426	-1.02737538631874	0.210349704812086	-0.221432711613452	-0.367100950759371	-1.47086789001615	-2.54649066045956	-1.83087062404755	1.13611918064078	5.18862477755645	4.04099674283844	3.51326954544211	4.04991062451927	3.61505223975206	3.29031171239383	6.18085294495578	3.68058485033174	4.09495850425422	1.04895185823174
p0090	6.10899510611422	-1.91884149316315	0.0561969288151858	1.29727189900914	0.664505229438102	-3.08891274581341	1.06823271764773	-2.34169834398318	-3.49437785392157	1.04536452674407	-1.12725423978995	-3.08891274581341	-1.95393281297442	-1.22569431260321	-3.49437785392157	-0.00802266391910809	-0.344494900540321	-2.80123067336163	0.551593124016315	-2.45292397909341	-2.02804078512814	-3.34022717409431	0.337880183037713	-2.98355223015558	0.754117388127789	-1.24308605531508	-3.67669941071552	-1.8204014203499	-2.06726149828142	1.24035753642116	-0.395788194927871	-1.41493631224173	-0.968649209613315	-4.59299014258968	0.627365682488645	-2.34169834398318	-3.20669578146979	-2.51354860090984	0.539862784230825	0.814181628870439	-1.03764208110027	0.557407093881735	0.554504334223773	0.667106011138159	6.43892736702374	4.7744821751068	0.259040121329937	-1.6752194105054	-1.70261838469352	-0.51545269868396	4.42437209240402	0.125508728705415	-1.62257567701998	-1.9903004571453	-2.02804078512814	-2.98355223015558	0.472764450727655	0.887648780752311	-2.45292397909341	-2.64707999353437	-1.9903004571453	-2.88824205035125	-1.3348936045682	-3.89984296202973	-2.72118796568809	0.0171675849094504	-0.855320524306312	-2.45292397909341	-0.109987590575796	-1.75977679853346	0.102934406666876	-1.394317025039	-1.57256525644532	-1.50194768923136	4.59944080884294	4.27083775787087	3.04062149136211	5.75518323120789	-1.95393281297442	-0.632176972992102	8.24541223059328	3.58129011537536	9.39861596407427	6.41537337411053	7.29324907047163	5.91482703790865	5.06328527004838	6.1421557509799	3.49480379042276	4.17301434688935	3.79909323778371	4.426915852482	4.87786663376551	4.56868505740522	-1.6752194105054	-1.64855116342324	-0.0876402918837996	0.875069998545451	0.376823156986321	1.3641417254378	5.64238773706255	-2.98355223015558	-2.06726149828142	0.387185944021867	-1.75977679853346	-3.89984296202973	-2.80123067336163	-2.98355223015558	-3.49437785392157	-3.49437785392157	-1.73078926166021	-3.34022717409431	-2.80123067336163	0.330633774516946
p0171	5.00659836292952	-2.77251812997137	-0.861975124753345	0.286062047242288	0.517294621429582	-3.67538584151338	-0.557435935235141	-2.49161574450496	-3.55022269855938	0.0606952140848496	-1.19047919172538	-3.81848668515405	-3.05123153244039	-2.19378130058917	-3.98554076981722	-1.08013113455652	-1.16850028500661	-4.08085094962155	-0.941018332093797	-3.3877037690616	-2.77251812997137	-3.81848668515405	-0.362412693266065	-4.08085094962155	-0.815091538854494	-3.16456021774739	-4.77399813018149	-3.67538584151338	-2.85707551799943	0.475128992175774	-1.6472375942211	-3.08759917661126	-1.85083654946233	-4.77399813018149	-0.0735177643890744	-2.98223866095344	-3.61084732037581	-3.01614021262912	-0.389474615309022	-0.536997267557867	-2.5122350317077	-2.5122350317077	1.72909172086305	-4.59167657338754	0.542159154494877	-1.47816126417716	-0.653336259642016	-2.34038477478104	3.18681403580925	5.63797430873112	1.63156085173271	3.20465559890124	-0.643643130436357	-0.245708988529357	-0.172835965590938	-0.710112775444098	4.75529039612047	5.1739559674249	-0.121944358294549	-0.199287151678108	-0.158877613340231	-0.267543917132557	2.43193395834507	-0.792449062104734	-5.28482375394748	-1.58764549701885	-0.980758660743312	-3.12533950459411	0.119354003300033	-0.949714039061351	-1.40670230019502	-0.796187384215342	-1.95261924377228	0.0184811541115944	1.7054327465464	2.84011666083273	1.1656466681967	4.04578545041965	1.41590735560033	0.358264652036463	7.35215213376901	2.41516960823883	5.50051490301583	5.10311464571933	6.29272460360095	6.15904455175509	4.0937110778579	7.18317459835935	3.2120987006264	3.41768650324251	2.66532613370454	3.45476604322191	4.31014389653696	4.02100859948792	0.474078019929799	2.38653716924316	2.81846885053949	5.14210945371074	1.64892410530891	0.381602934164951	0.424498901084335	0.360623143695756	0.0858142741801816	0.169071844418999	0.636754665696334	-0.713555119635071	-0.90697249068408	-0.971789990760551	-0.693076588291531	0.961928797801278	0.209608491526846	-0.391971495507609	-0.796187384215342	-2.13494080056623
p0020	5.37273309973476	4.45297913342703	6.26629085565604	0.385669609147554	4.83757162541002	1.54614490988325	6.65813971521737	4.14526906693193	0.778665727775985	7.70054290452493	-2.09552646124391	3.09384371831014	-2.18861688430992	-0.146446737427318	-4.80357666234612	1.01848255323445	0.832402708958718	-1.33784075954639	0.999548255642344	-2.34684088952482	-1.49546970374998	-2.85766651329081	3.09508195521922	-0.205095464508825	-0.345360889314692	-2.11799931709597	-1.58470083747792	-2.85766651329081	-1.89485576578176	2.5603368390597	0.314417150070635	-1.59812385781006	-0.270977169192864	-2.40568138954775	0.425747832714965	-1.50773979634179	-2.09552646124391	-1.87683726027908	1.47369319720078	1.5063416158804	-0.103096296553704	2.9775618474989	2.94632034987385	-4.11042948178618	0.279895955702402	-0.508561404661868	-0.754694474200777	-0.953429060636062	5.43336667713598	7.65346349944609	-0.726039218440401	-0.925455208593655	-1.89485576578176	-3.82274740933439	-2.4364530482145	-3.26313162139897	-1.74330586765456	-1.33784075954639	-3.19413874991202	-3.41728230122623	-3.82274740933439	-3.33723959355269	-2.76669473508508	-4.11042948178618	-1.42485213653602	-2.6063520850099	-0.43835714598862	5.23502436399718	4.64840184358044	3.70242075630938	6.81187229774218	3.77740476881698	5.57927680613771	-0.629189392450483	0.862850025766312	2.62078748515773	0.436405127188953	3.98846662270652	-1.61172950986584	-1.9703633182899	0.846570596477449	-4.51589458989434	0.746795599010546	-1.30706910087964	0.0113140546240403	-0.278171444826891	-2.34684088952482	0.365011597527132	-1.33784075954639	-2.90645667746024	-4.11042948178618	-1.24822860085671	-1.99016594558608	-3.01181719311807	-0.845943145665922	2.91273564870679	1.80891230082593	2.58082678860042	6.57338397540733	-0.109175342630086	1.0194692331369	1.43994277957049	1.78992438858124	0.180029959362216	-1.82465150710851	-2.90645667746024	-3.06897560695801	-3.41728230122623	-3.41728230122623	-3.19413874991202	-2.26460279128784	-3.59960385802018	-3.06897560695801	4.01962955820662
p0263	4.81688812567869	1.3633000912769	-1.39554519583649	-1.05334228450629	-0.328063825763556	-4.94516258261692	-0.902111314782371	-3.33572467018282	-4.94516258261692	0.089189238096651	-3.98965113758948	-4.25201540205698	-3.15340311338887	6.12649752463108	-4.76284102582297	4.93389907175738	5.04098271693342	2.53729412171868	3.72464868621983	-2.99925243356161	-1.91987150682139	1.04630196449106	1.926758243356	0.132508112815493	0.166825205739623	1.02047120445654	-1.32349187819643	-3.91554316543576	-1.60584060467285	0.925263636114005	-1.03714759858631	-1.66425136682927	4.99388514531776	0.164412659334239	7.51262707681236	-0.690969319452924	2.55359640325646	2.61689509310159	4.37823858164328	1.69966827503916	-2.22386715476469	-0.452041900437452	1.77070553470156	0.526267401639761	0.165619660084274	-1.79242656025326	-0.986255991289924	5.15003564400985	0.166825205739623	-1.19801422037901	-3.41910627912187	4.55971133676014	3.74544595612227	2.62238989724361	2.85868072092185	1.88700670940862	3.71703098052699	4.39636393403845	1.04580183944938	2.25809411786913	1.56032247915357	2.518774021852	2.72461274121154	1.50341030575106	-2.29192061800971	-3.02823997043486	3.82288270800038	-3.41910627912187	0.931452122812119	0.790118559098651	-1.05743226975782	0.679576684698827	-1.3451143422096	-0.368391871150527	0.0747627583864276	2.20334038162778	1.34603611796698	4.40264144051139	0.710129682878846	-1.57786675263045	0.400992113345276	-4.06969384526302	0.360130397667541	-1.04521215842304	-0.326089491459838	-0.401867800346917	-2.77041086113276	-0.330042065775661	-4.60869034599571	-3.08886459225129	-4.47515895337119	-3.29650395702954	-2.79340037935746	-3.02823997043486	-1.46700415981864	3.93481087725703	7.31477684304391	5.13844410315796	2.35247028113167	1.17995834930373	-0.216006416847838	0.548721567475091	1.27184264040499	0.0930878785123084	-3.25876362904669	-3.84655029394881	-4.06969384526302	-4.76284102582297	-4.3573759177148	-4.47515895337119	-2.39571741169135	-4.3573759177148	-3.98965113758948	0.306063176397265
